victim_race,victim_age,victim_sex,city,state,disposition,year
Black,52,Male,Chicago,IL,Open/No arrest,2012
Hispanic,31,Male,Chicago,IL,Open/No arrest,2012
White,24,Male,Chicago,IL,Closed by arrest,2012
Hispanic,20,Male,Chicago,IL,Open/No arrest,2012
Black,19,Male,Chicago,IL,Open/No arrest,2012
Black,21,Male,Chicago,IL,Closed by arrest,2012
Black,22,Male,Chicago,IL,Open/No arrest,2012
Black,48,Male,Chicago,IL,Open/No arrest,2012
Black,20,Male,Chicago,IL,Open/No arrest,2012
Black,28,Male,Chicago,IL,Open/No arrest,2012
Black,19,Male,Chicago,IL,Closed by arrest,2012
Black,41,Male,Chicago,IL,Closed by arrest,2012
Black,27,Male,Chicago,IL,Open/No arrest,2012
White,21,Male,Chicago,IL,Closed by arrest,2012
Black,30,Female,Chicago,IL,Open/No arrest,2012
Black,22,Female,Chicago,IL,Closed by arrest,2012
Black,26,Male,Chicago,IL,Open/No arrest,2012
Black,21,Male,Chicago,IL,Open/No arrest,2012
Black,19,Male,Chicago,IL,Open/No arrest,2012
Black,19,Male,Chicago,IL,Open/No arrest,2012
Black,39,Male,Chicago,IL,Open/No arrest,2012
Black,38,Male,Chicago,IL,Open/No arrest,2012
Black,21,Male,Chicago,IL,Open/No arrest,2012
White,50,Female,Chicago,IL,Closed without arrest,2012
Black,22,Male,Chicago,IL,Open/No arrest,2012
White,17,Female,Chicago,IL,Closed by arrest,2012
Black,18,Male,Chicago,IL,Open/No arrest,2012
Black,28,Male,Chicago,IL,Closed without arrest,2012
Black,40,Male,Chicago,IL,Closed without arrest,2012
Black,36,Male,Chicago,IL,Open/No arrest,2012
Hispanic,22,Male,Chicago,IL,Closed by arrest,2012
Black,22,Male,Chicago,IL,Open/No arrest,2012
Hispanic,15,Male,Chicago,IL,Closed by arrest,2012
Hispanic,15,Male,Chicago,IL,Open/No arrest,2012
Black,49,Male,Chicago,IL,Closed by arrest,2012
Black,21,Male,Chicago,IL,Open/No arrest,2012
Black,17,Male,Chicago,IL,Closed by arrest,2012
Black,34,Male,Chicago,IL,Open/No arrest,2012
Hispanic,30,Male,Chicago,IL,Open/No arrest,2012
Black,19,Male,Chicago,IL,Open/No arrest,2012
Black,23,Male,Chicago,IL,Closed by arrest,2012
Black,20,Male,Chicago,IL,Open/No arrest,2012
Black,17,Male,Chicago,IL,Open/No arrest,2012
Black,28,Male,Chicago,IL,Open/No arrest,2012
Black,19,Male,Chicago,IL,Open/No arrest,2012
Asian,48,Female,Chicago,IL,Open/No arrest,2012
Black,21,Male,Chicago,IL,Closed by arrest,2012
White,64,Male,Chicago,IL,Open/No arrest,2012
Black,24,Male,Chicago,IL,Open/No arrest,2012
Black,52,Male,Chicago,IL,Closed by arrest,2012
Black,17,Male,Chicago,IL,Closed by arrest,2012
Black,45,Female,Chicago,IL,Closed by arrest,2012
Black,31,Male,Chicago,IL,Open/No arrest,2012
White,1,Male,Chicago,IL,Closed by arrest,2012
Black,35,Male,Chicago,IL,Open/No arrest,2012
Black,18,Male,Chicago,IL,Open/No arrest,2012
Hispanic,26,Male,Chicago,IL,Open/No arrest,2012
Black,19,Male,Chicago,IL,Open/No arrest,2012
Hispanic,23,Male,Chicago,IL,Open/No arrest,2012
White,1,Female,Chicago,IL,Closed by arrest,2012
Black,36,Male,Chicago,IL,Open/No arrest,2012
Hispanic,17,Male,Chicago,IL,Open/No arrest,2012
Black,38,Male,Chicago,IL,Open/No arrest,2012
Hispanic,28,Male,Chicago,IL,Open/No arrest,2012
Black,39,Female,Chicago,IL,Closed by arrest,2012
Black,35,Male,Chicago,IL,Open/No arrest,2012
Black,26,Male,Chicago,IL,Closed by arrest,2012
White,22,Male,Chicago,IL,Open/No arrest,2012
Hispanic,24,Male,Chicago,IL,Open/No arrest,2012
Black,23,Male,Chicago,IL,Open/No arrest,2012
Black,25,Male,Chicago,IL,Closed by arrest,2012
Black,26,Male,Chicago,IL,Open/No arrest,2012
Black,21,Male,Chicago,IL,Open/No arrest,2012
Black,23,Male,Chicago,IL,Open/No arrest,2012
Black,28,Male,Chicago,IL,Open/No arrest,2012
Hispanic,25,Male,Chicago,IL,Closed by arrest,2012
Black,18,Male,Chicago,IL,Open/No arrest,2012
Black,29,Male,Chicago,IL,Open/No arrest,2012
Black,25,Male,Chicago,IL,Open/No arrest,2012
Black,29,Male,Chicago,IL,Open/No arrest,2012
Black,25,Female,Chicago,IL,Open/No arrest,2012
Black,28,Male,Chicago,IL,Open/No arrest,2012
Black,23,Male,Chicago,IL,Open/No arrest,2012
Black,38,Male,Chicago,IL,Open/No arrest,2012
Black,36,Male,Chicago,IL,Open/No arrest,2012
Black,20,Male,Chicago,IL,Closed by arrest,2012
Black,17,Male,Chicago,IL,Closed by arrest,2012
Hispanic,20,Male,Chicago,IL,Closed without arrest,2012
Black,18,Male,Chicago,IL,Closed by arrest,2012
Black,33,Male,Chicago,IL,Open/No arrest,2012
Hispanic,40,Male,Chicago,IL,Open/No arrest,2012
Hispanic,33,Male,Chicago,IL,Open/No arrest,2012
Hispanic,25,Male,Chicago,IL,Closed by arrest,2012
Black,43,Male,Chicago,IL,Open/No arrest,2012
Black,22,Male,Chicago,IL,Open/No arrest,2012
Hispanic,27,Male,Chicago,IL,Open/No arrest,2012
Black,17,Male,Chicago,IL,Open/No arrest,2012
Black,39,Male,Chicago,IL,Open/No arrest,2012
Black,28,Male,Chicago,IL,Open/No arrest,2012
Black,20,Male,Chicago,IL,Open/No arrest,2012
Black,74,Male,Chicago,IL,Closed by arrest,2012
Black,34,Male,Chicago,IL,Open/No arrest,2012
Black,17,Male,Chicago,IL,Open/No arrest,2012
Black,18,Male,Chicago,IL,Closed by arrest,2012
Asian,55,Male,Chicago,IL,Open/No arrest,2012
Black,39,Male,Chicago,IL,Open/No arrest,2012
Black,34,Male,Chicago,IL,Open/No arrest,2012
Black,18,Male,Chicago,IL,Closed by arrest,2012
Black,23,Female,Chicago,IL,Open/No arrest,2012
Black,36,Male,Chicago,IL,Closed by arrest,2012
Black,21,Male,Chicago,IL,Closed by arrest,2012
Black,30,Male,Chicago,IL,Closed by arrest,2012
Black,25,Male,Chicago,IL,Open/No arrest,2012
Black,25,Male,Chicago,IL,Open/No arrest,2012
Black,18,Male,Chicago,IL,Open/No arrest,2012
Black,28,Male,Chicago,IL,Closed by arrest,2012
Black,21,Male,Chicago,IL,Open/No arrest,2012
Black,22,Male,Chicago,IL,Open/No arrest,2012
Black,21,Male,Chicago,IL,Closed without arrest,2012
Black,25,Male,Chicago,IL,Open/No arrest,2012
Black,35,Male,Chicago,IL,Open/No arrest,2012
Black,68,Male,Chicago,IL,Open/No arrest,2012
Hispanic,37,Female,Chicago,IL,Open/No arrest,2012
Black,33,Male,Chicago,IL,Closed without arrest,2012
Black,37,Male,Chicago,IL,Open/No arrest,2012
Black,23,Male,Chicago,IL,Open/No arrest,2012
Black,18,Male,Chicago,IL,Open/No arrest,2012
Black,19,Male,Chicago,IL,Open/No arrest,2012
Black,30,Male,Chicago,IL,Closed by arrest,2012
Black,19,Male,Chicago,IL,Open/No arrest,2012
Black,19,Male,Chicago,IL,Closed by arrest,2012
Hispanic,28,Male,Chicago,IL,Closed by arrest,2012
White,29,Male,Chicago,IL,Open/No arrest,2012
Black,20,Male,Chicago,IL,Open/No arrest,2012
Other,39,Male,Chicago,IL,Closed by arrest,2012
Hispanic,19,Male,Chicago,IL,Open/No arrest,2012
Black,17,Male,Chicago,IL,Open/No arrest,2012
Black,20,Male,Chicago,IL,Open/No arrest,2012
White,16,Female,Chicago,IL,Closed by arrest,2012
White,40,Male,Chicago,IL,Open/No arrest,2012
White,26,Male,Chicago,IL,Open/No arrest,2012
Hispanic,15,Male,Chicago,IL,Open/No arrest,2012
Black,49,Male,Chicago,IL,Open/No arrest,2012
Black,37,Male,Chicago,IL,Open/No arrest,2012
Black,36,Male,Chicago,IL,Open/No arrest,2012
Black,22,Male,Chicago,IL,Open/No arrest,2012
Hispanic,33,Male,Chicago,IL,Open/No arrest,2012
Hispanic,20,Male,Chicago,IL,Open/No arrest,2012
Black,23,Male,Chicago,IL,Open/No arrest,2012
Hispanic,16,Male,Chicago,IL,Open/No arrest,2012
Black,32,Male,Chicago,IL,Open/No arrest,2012
Hispanic,22,Male,Chicago,IL,Closed by arrest,2012
Black,19,Male,Chicago,IL,Open/No arrest,2012
Black,55,Male,Chicago,IL,Closed by arrest,2012
White,19,Male,Chicago,IL,Open/No arrest,2012
Black,25,Male,Chicago,IL,Open/No arrest,2012
Black,19,Male,Chicago,IL,Open/No arrest,2012
Black,25,Male,Chicago,IL,Open/No arrest,2012
Black,34,Male,Chicago,IL,Open/No arrest,2012
Black,15,Female,Chicago,IL,Open/No arrest,2012
Black,21,Male,Chicago,IL,Open/No arrest,2012
Black,43,Male,Chicago,IL,Closed by arrest,2012
Hispanic,24,Male,Chicago,IL,Open/No arrest,2012
Black,22,Male,Chicago,IL,Closed by arrest,2012
White,41,Male,Chicago,IL,Closed by arrest,2012
Black,30,Male,Chicago,IL,Open/No arrest,2012
Black,32,Male,Chicago,IL,Open/No arrest,2012
Black,46,Male,Chicago,IL,Open/No arrest,2012
Black,33,Male,Chicago,IL,Open/No arrest,2012
Black,23,Female,Chicago,IL,Open/No arrest,2012
Black,28,Male,Chicago,IL,Closed by arrest,2012
Black,29,Male,Chicago,IL,Open/No arrest,2012
Black,53,Male,Chicago,IL,Open/No arrest,2012
White,23,Female,Chicago,IL,Open/No arrest,2012
Black,16,Male,Chicago,IL,Open/No arrest,2012
Hispanic,32,Male,Chicago,IL,Closed by arrest,2012
Black,86,Male,Chicago,IL,Closed by arrest,2012
Black,43,Male,Chicago,IL,Open/No arrest,2012
White,55,Male,Chicago,IL,Open/No arrest,2012
Black,28,Male,Chicago,IL,Open/No arrest,2012
Black,38,Male,Chicago,IL,Closed by arrest,2012
Black,20,Male,Chicago,IL,Open/No arrest,2012
Black,29,Male,Chicago,IL,Open/No arrest,2012
Black,49,Male,Chicago,IL,Closed by arrest,2012
Black,26,Male,Chicago,IL,Open/No arrest,2012
Hispanic,35,Male,Chicago,IL,Open/No arrest,2012
Black,26,Male,Chicago,IL,Open/No arrest,2012
Black,18,Male,Chicago,IL,Open/No arrest,2012
Hispanic,32,Male,Chicago,IL,Open/No arrest,2012
Black,40,Male,Chicago,IL,Open/No arrest,2012
Black,33,Female,Chicago,IL,Closed without arrest,2012
Black,19,Male,Chicago,IL,Open/No arrest,2012
Black,28,Male,Chicago,IL,Closed by arrest,2012
Black,3,Female,Chicago,IL,Closed without arrest,2012
White,48,Male,Chicago,IL,Closed without arrest,2012
Hispanic,56,Male,Chicago,IL,Closed without arrest,2012
Hispanic,19,Male,Chicago,IL,Open/No arrest,2012
Black,20,Male,Chicago,IL,Open/No arrest,2013
Black,28,Male,Chicago,IL,Closed by arrest,2013
Black,19,Male,Chicago,IL,Open/No arrest,2013
Black,19,Male,Chicago,IL,Open/No arrest,2013
White,57,Male,Chicago,IL,Open/No arrest,2013
Black,55,Female,Chicago,IL,Closed by arrest,2013
Black,30,Male,Chicago,IL,Open/No arrest,2013
Black,15,Male,Chicago,IL,Closed without arrest,2013
Hispanic,25,Male,Chicago,IL,Open/No arrest,2013
Black,33,Male,Chicago,IL,Open/No arrest,2013
Black,19,Male,Chicago,IL,Open/No arrest,2013
Black,25,Male,Chicago,IL,Open/No arrest,2013
Black,31,Male,Chicago,IL,Open/No arrest,2013
Black,23,Male,Chicago,IL,Open/No arrest,2013
Black,39,Male,Chicago,IL,Open/No arrest,2013
Black,34,Male,Chicago,IL,Open/No arrest,2013
Black,23,Male,Chicago,IL,Open/No arrest,2013
Hispanic,15,Male,Chicago,IL,Open/No arrest,2013
Hispanic,14,Male,Chicago,IL,Open/No arrest,2013
Black,22,Male,Chicago,IL,Open/No arrest,2013
Black,28,Male,Chicago,IL,Open/No arrest,2013
Black,51,Male,Chicago,IL,Open/No arrest,2013
Hispanic,17,Male,Chicago,IL,Closed by arrest,2013
Hispanic,35,Female,Chicago,IL,Closed by arrest,2013
Hispanic,19,Male,Chicago,IL,Closed by arrest,2013
Black,21,Male,Chicago,IL,Open/No arrest,2013
Black,19,Male,Chicago,IL,Open/No arrest,2013
Black,2,Female,Chicago,IL,Closed without arrest,2013
Black,35,Male,Chicago,IL,Open/No arrest,2013
Black,50,Male,Chicago,IL,Closed by arrest,2013
Black,33,Male,Chicago,IL,Open/No arrest,2013
Black,34,Male,Chicago,IL,Open/No arrest,2013
Black,41,Male,Chicago,IL,Open/No arrest,2013
Black,32,Male,Chicago,IL,Open/No arrest,2013
Black,16,Male,Chicago,IL,Open/No arrest,2013
Black,38,Male,Chicago,IL,Open/No arrest,2013
Black,32,Male,Chicago,IL,Closed by arrest,2013
Black,15,Female,Chicago,IL,Closed by arrest,2013
Black,27,Male,Chicago,IL,Closed by arrest,2013
White,20,Male,Chicago,IL,Closed without arrest,2013
Hispanic,21,Male,Chicago,IL,Open/No arrest,2013
Hispanic,31,Male,Chicago,IL,Closed by arrest,2013
Hispanic,19,Male,Chicago,IL,Open/No arrest,2013
Black,30,Male,Chicago,IL,Open/No arrest,2013
Black,22,Male,Chicago,IL,Closed by arrest,2013
Black,18,Female,Chicago,IL,Closed by arrest,2013
Hispanic,17,Male,Chicago,IL,Open/No arrest,2013
Black,24,Male,Chicago,IL,Open/No arrest,2013
Black,43,Female,Chicago,IL,Closed by arrest,2013
Black,24,Female,Chicago,IL,Closed by arrest,2013
Black,25,Male,Chicago,IL,Open/No arrest,2013
Black,32,Male,Chicago,IL,Closed by arrest,2013
Hispanic,31,Male,Chicago,IL,Closed by arrest,2013
Hispanic,20,Male,Chicago,IL,Closed without arrest,2013
Black,72,Male,Chicago,IL,Closed by arrest,2013
Hispanic,24,Male,Chicago,IL,Open/No arrest,2013
Black,24,Male,Chicago,IL,Open/No arrest,2013
Black,1,Female,Chicago,IL,Closed by arrest,2013
Black,37,Male,Chicago,IL,Closed by arrest,2013
Black,16,Male,Chicago,IL,Open/No arrest,2013
Other,29,Female,Chicago,IL,Closed by arrest,2013
