victim_race,victim_age,victim_sex,city,state,disposition,year
Hispanic,37,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,42,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,20,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,18,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,25,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,18,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,20,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,45,Female,Los Angeles,CA,Closed by arrest,2013
Hispanic,27,Male,Los Angeles,CA,Closed by arrest,2013
White,69,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,55,Male,Los Angeles,CA,Closed by arrest,2013
Black,44,Male,Los Angeles,CA,Closed by arrest,2013
Black,33,Male,Los Angeles,CA,Closed by arrest,2013
Black,33,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,42,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,18,Male,Los Angeles,CA,Open/No arrest,2013
Black,24,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,42,Male,Los Angeles,CA,Closed by arrest,2013
Black,19,Male,Los Angeles,CA,Closed by arrest,2013
White,49,Male,Los Angeles,CA,Closed by arrest,2013
Black,23,Female,Los Angeles,CA,Closed by arrest,2013
Hispanic,29,Male,Los Angeles,CA,Closed by arrest,2013
Black,23,Male,Los Angeles,CA,Open/No arrest,2013
White,34,Male,Los Angeles,CA,Closed by arrest,2013
Black,24,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,36,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,42,Male,Los Angeles,CA,Open/No arrest,2013
Black,32,Male,Los Angeles,CA,Open/No arrest,2013
Black,21,Male,Los Angeles,CA,Open/No arrest,2013
Black,17,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,32,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,36,Male,Los Angeles,CA,Open/No arrest,2013
Black,Unknown,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,22,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,32,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,31,Male,Los Angeles,CA,Open/No arrest,2013
Black,33,Male,Los Angeles,CA,Open/No arrest,2013
Black,32,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,17,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,18,Male,Los Angeles,CA,Closed by arrest,2013
White,80,Male,Los Angeles,CA,Open/No arrest,2013
Asian,73,Male,Los Angeles,CA,Open/No arrest,2013
Black,42,Male,Los Angeles,CA,Closed by arrest,2013
Asian,33,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,16,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,21,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,32,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,18,Male,Los Angeles,CA,Open/No arrest,2013
Black,19,Male,Los Angeles,CA,Closed by arrest,2013
White,79,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,38,Male,Los Angeles,CA,Closed by arrest,2013
Black,55,Male,Los Angeles,CA,Closed by arrest,2013
Black,70,Female,Los Angeles,CA,Closed by arrest,2013
Black,45,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,20,Male,Los Angeles,CA,Closed by arrest,2013
White,Unknown,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,23,Male,Los Angeles,CA,Closed by arrest,2013
Black,30,Male,Los Angeles,CA,Open/No arrest,2013
Black,47,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,54,Male,Los Angeles,CA,Closed by arrest,2013
Black,21,Male,Los Angeles,CA,Open/No arrest,2013
Black,22,Male,Los Angeles,CA,Closed by arrest,2013
Black,38,Male,Los Angeles,CA,Closed by arrest,2013
Black,36,Male,Los Angeles,CA,Open/No arrest,2013
Black,23,Male,Los Angeles,CA,Closed by arrest,2013
Black,21,Male,Los Angeles,CA,Closed by arrest,2013
Black,51,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,30,Male,Los Angeles,CA,Closed by arrest,2013
Black,27,Male,Los Angeles,CA,Open/No arrest,2013
Black,42,Male,Los Angeles,CA,Open/No arrest,2013
Black,22,Female,Los Angeles,CA,Closed by arrest,2013
Black,41,Male,Los Angeles,CA,Closed by arrest,2013
Black,26,Male,Los Angeles,CA,Open/No arrest,2013
Black,40,Male,Los Angeles,CA,Open/No arrest,2013
Black,58,Male,Los Angeles,CA,Closed by arrest,2013
Black,36,Male,Los Angeles,CA,Open/No arrest,2013
Black,54,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,18,Male,Los Angeles,CA,Closed by arrest,2013
Black,64,Male,Los Angeles,CA,Open/No arrest,2013
Black,16,Male,Los Angeles,CA,Closed by arrest,2013
Black,18,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,24,Male,Los Angeles,CA,Closed by arrest,2013
Black,40,Male,Los Angeles,CA,Closed by arrest,2013
Black,59,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,39,Female,Los Angeles,CA,Closed by arrest,2013
Hispanic,27,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,41,Male,Los Angeles,CA,Closed by arrest,2013
Black,14,Male,Los Angeles,CA,Open/No arrest,2013
Black,35,Female,Los Angeles,CA,Closed by arrest,2013
Hispanic,24,Male,Los Angeles,CA,Closed by arrest,2013
Black,32,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,45,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,43,Male,Los Angeles,CA,Open/No arrest,2013
White,25,Male,Los Angeles,CA,Closed by arrest,2013
Black,20,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,19,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,20,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,39,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,34,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,40,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,26,Male,Los Angeles,CA,Open/No arrest,2013
Black,56,Male,Los Angeles,CA,Open/No arrest,2013
Black,Unknown,Male,Los Angeles,CA,Closed by arrest,2013
White,54,Male,Los Angeles,CA,Closed by arrest,2013
Black,21,Male,Los Angeles,CA,Closed by arrest,2013
White,32,Female,Los Angeles,CA,Closed by arrest,2013
Hispanic,25,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,39,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,24,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,28,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,19,Female,Los Angeles,CA,Closed by arrest,2013
Hispanic,19,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,27,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,30,Female,Los Angeles,CA,Open/No arrest,2013
White,43,Female,Los Angeles,CA,Open/No arrest,2013
Hispanic,17,Male,Los Angeles,CA,Open/No arrest,2013
White,86,Male,Los Angeles,CA,Open/No arrest,2013
White,33,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,32,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,23,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,35,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,45,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,23,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,20,Male,Los Angeles,CA,Open/No arrest,2013
White,52,Female,Los Angeles,CA,Closed by arrest,2013
Black,25,Male,Los Angeles,CA,Open/No arrest,2013
Black,24,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,44,Female,Los Angeles,CA,Open/No arrest,2013
Black,21,Male,Los Angeles,CA,Open/No arrest,2013
Black,43,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,18,Male,Los Angeles,CA,Open/No arrest,2013
Black,18,Male,Los Angeles,CA,Open/No arrest,2013
Black,44,Male,Los Angeles,CA,Closed by arrest,2013
White,23,Male,Los Angeles,CA,Open/No arrest,2013
Black,30,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,19,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,18,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,21,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,26,Male,Los Angeles,CA,Open/No arrest,2013
White,27,Female,Los Angeles,CA,Open/No arrest,2013
Black,37,Male,Los Angeles,CA,Open/No arrest,2013
Black,36,Male,Los Angeles,CA,Open/No arrest,2013
Black,57,Male,Los Angeles,CA,Open/No arrest,2013
Black,26,Male,Los Angeles,CA,Closed by arrest,2013
Black,20,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,19,Male,Los Angeles,CA,Open/No arrest,2013
Black,36,Male,Los Angeles,CA,Open/No arrest,2013
Black,42,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,20,Male,Los Angeles,CA,Closed by arrest,2013
Black,36,Male,Los Angeles,CA,Open/No arrest,2013
Black,26,Female,Los Angeles,CA,Open/No arrest,2013
Black,30,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,23,Male,Los Angeles,CA,Closed by arrest,2013
Black,43,Male,Los Angeles,CA,Closed by arrest,2013
Black,23,Male,Los Angeles,CA,Closed by arrest,2013
Black,34,Male,Los Angeles,CA,Open/No arrest,2013
Black,22,Male,Los Angeles,CA,Closed by arrest,2013
Black,18,Male,Los Angeles,CA,Closed by arrest,2013
Black,24,Male,Los Angeles,CA,Closed by arrest,2013
Black,36,Male,Los Angeles,CA,Open/No arrest,2013
Black,44,Male,Los Angeles,CA,Closed by arrest,2013
Black,Unknown,Male,Los Angeles,CA,Closed by arrest,2013
Black,49,Male,Los Angeles,CA,Open/No arrest,2013
Black,36,Male,Los Angeles,CA,Closed by arrest,2013
Black,53,Female,Los Angeles,CA,Open/No arrest,2013
Black,39,Male,Los Angeles,CA,Open/No arrest,2013
Black,47,Male,Los Angeles,CA,Open/No arrest,2013
Black,21,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,27,Male,Los Angeles,CA,Open/No arrest,2013
Black,16,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,24,Female,Los Angeles,CA,Closed by arrest,2013
Hispanic,54,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,20,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,34,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,22,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,49,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,62,Female,Los Angeles,CA,Closed by arrest,2013
Hispanic,35,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,25,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,17,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,51,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,21,Male,Los Angeles,CA,Open/No arrest,2013
Hispanic,22,Female,Los Angeles,CA,Closed by arrest,2013
White,59,Female,Los Angeles,CA,Closed by arrest,2013
Black,62,Male,Los Angeles,CA,Closed by arrest,2013
Hispanic,50,Male,Los Angeles,CA,Open/No arrest,2013
Black,31,Male,Los Angeles,CA,Closed by arrest,2013
White,49,Male,Los Angeles,CA,Closed by arrest,2013
White,61,Female,Los Angeles,CA,Closed by arrest,2013
White,53,Male,Los Angeles,CA,Open/No arrest,2013
White,43,Female,Los Angeles,CA,Closed by arrest,2013
Hispanic,27,Female,Los Angeles,CA,Closed by arrest,2014
Black,30,Female,Los Angeles,CA,Closed by arrest,2014
White,58,Female,Los Angeles,CA,Closed by arrest,2014
Black,59,Male,Los Angeles,CA,Open/No arrest,2014
Black,59,Male,Los Angeles,CA,Open/No arrest,2014
Black,46,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,31,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,38,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,19,Male,Los Angeles,CA,Closed by arrest,2014
Black,Unknown,Female,Los Angeles,CA,Closed by arrest,2014
Hispanic,32,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,55,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,20,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,35,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,20,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,18,Male,Los Angeles,CA,Open/No arrest,2014
Black,47,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,21,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,28,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,39,Female,Los Angeles,CA,Open/No arrest,2014
Other,24,Male,Los Angeles,CA,Closed by arrest,2014
Black,26,Male,Los Angeles,CA,Open/No arrest,2014
Black,37,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,44,Female,Los Angeles,CA,Open/No arrest,2014
Black,29,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,22,Male,Los Angeles,CA,Closed by arrest,2014
Black,54,Male,Los Angeles,CA,Closed by arrest,2014
Black,24,Male,Los Angeles,CA,Open/No arrest,2014
White,44,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,50,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,44,Male,Los Angeles,CA,Closed by arrest,2014
Black,20,Male,Los Angeles,CA,Open/No arrest,2014
Black,25,Female,Los Angeles,CA,Open/No arrest,2014
Black,48,Male,Los Angeles,CA,Open/No arrest,2014
Black,17,Male,Los Angeles,CA,Open/No arrest,2014
Black,54,Male,Los Angeles,CA,Open/No arrest,2014
White,32,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,25,Female,Los Angeles,CA,Closed by arrest,2014
Black,24,Male,Los Angeles,CA,Closed by arrest,2014
Black,22,Male,Los Angeles,CA,Open/No arrest,2014
Black,19,Male,Los Angeles,CA,Open/No arrest,2014
Black,43,Male,Los Angeles,CA,Closed by arrest,2014
Black,56,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,62,Female,Los Angeles,CA,Closed by arrest,2014
Hispanic,41,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,21,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,25,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,25,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,25,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,18,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,26,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,23,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,52,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,27,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,48,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,34,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,40,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,21,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,43,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,19,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,31,Male,Los Angeles,CA,Open/No arrest,2014
Other,21,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,Unknown,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,29,Male,Los Angeles,CA,Open/No arrest,2014
White,34,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,19,Male,Los Angeles,CA,Open/No arrest,2014
White,83,Male,Los Angeles,CA,Closed by arrest,2014
Black,38,Male,Los Angeles,CA,Open/No arrest,2014
Black,28,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,57,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,37,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,54,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,52,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,41,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,19,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,32,Male,Los Angeles,CA,Open/No arrest,2014
Black,22,Male,Los Angeles,CA,Closed by arrest,2014
White,65,Female,Los Angeles,CA,Open/No arrest,2014
Black,22,Male,Los Angeles,CA,Open/No arrest,2014
Black,30,Female,Los Angeles,CA,Open/No arrest,2014
White,86,Female,Los Angeles,CA,Open/No arrest,2014
White,28,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,Unknown,Male,Los Angeles,CA,Open/No arrest,2014
Black,Unknown,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,20,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,21,Male,Los Angeles,CA,Open/No arrest,2014
Black,33,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,22,Male,Los Angeles,CA,Closed by arrest,2014
White,28,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,48,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,54,Male,Los Angeles,CA,Closed by arrest,2014
Black,34,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,18,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,66,Female,Los Angeles,CA,Closed by arrest,2014
Hispanic,21,Male,Los Angeles,CA,Closed by arrest,2014
White,53,Female,Los Angeles,CA,Closed by arrest,2014
White,62,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,23,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,45,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,19,Male,Los Angeles,CA,Closed by arrest,2014
Black,33,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,22,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,26,Male,Los Angeles,CA,Closed by arrest,2014
Black,47,Male,Los Angeles,CA,Open/No arrest,2014
Black,28,Male,Los Angeles,CA,Open/No arrest,2014
Black,35,Male,Los Angeles,CA,Closed by arrest,2014
Black,49,Male,Los Angeles,CA,Closed by arrest,2014
Black,42,Male,Los Angeles,CA,Closed by arrest,2014
Black,34,Male,Los Angeles,CA,Open/No arrest,2014
Black,21,Male,Los Angeles,CA,Closed by arrest,2014
Black,24,Male,Los Angeles,CA,Open/No arrest,2014
Black,37,Male,Los Angeles,CA,Closed by arrest,2014
Black,42,Male,Los Angeles,CA,Open/No arrest,2014
Black,43,Male,Los Angeles,CA,Open/No arrest,2014
Black,27,Male,Los Angeles,CA,Open/No arrest,2014
Black,42,Male,Los Angeles,CA,Closed by arrest,2014
Black,42,Female,Los Angeles,CA,Closed by arrest,2014
Hispanic,36,Male,Los Angeles,CA,Closed by arrest,2014
Black,40,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,29,Male,Los Angeles,CA,Closed by arrest,2014
Black,32,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,19,Female,Los Angeles,CA,Closed by arrest,2014
Black,54,Male,Los Angeles,CA,Open/No arrest,2014
Other,40,Female,Los Angeles,CA,Closed by arrest,2014
Black,48,Male,Los Angeles,CA,Open/No arrest,2014
Black,30,Male,Los Angeles,CA,Closed by arrest,2014
Black,48,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,34,Male,Los Angeles,CA,Closed by arrest,2014
Black,28,Male,Los Angeles,CA,Open/No arrest,2014
Black,21,Female,Los Angeles,CA,Open/No arrest,2014
Hispanic,57,Male,Los Angeles,CA,Closed by arrest,2014
Black,10,Female,Los Angeles,CA,Open/No arrest,2014
Black,33,Male,Los Angeles,CA,Closed by arrest,2014
Black,16,Male,Los Angeles,CA,Open/No arrest,2014
Black,25,Male,Los Angeles,CA,Open/No arrest,2014
Black,27,Male,Los Angeles,CA,Open/No arrest,2014
Black,32,Male,Los Angeles,CA,Open/No arrest,2014
Black,33,Male,Los Angeles,CA,Open/No arrest,2014
Other,24,Male,Los Angeles,CA,Closed by arrest,2014
Black,17,Male,Los Angeles,CA,Open/No arrest,2014
Black,30,Male,Los Angeles,CA,Open/No arrest,2014
Black,30,Male,Los Angeles,CA,Closed by arrest,2014
Black,26,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,17,Female,Los Angeles,CA,Closed by arrest,2014
Black,29,Male,Los Angeles,CA,Closed by arrest,2014
Black,25,Female,Los Angeles,CA,Open/No arrest,2014
Black,28,Male,Los Angeles,CA,Open/No arrest,2014
Black,42,Male,Los Angeles,CA,Closed by arrest,2014
Black,50,Male,Los Angeles,CA,Open/No arrest,2014
Black,36,Male,Los Angeles,CA,Open/No arrest,2014
Black,21,Male,Los Angeles,CA,Closed by arrest,2014
Black,24,Male,Los Angeles,CA,Open/No arrest,2014
Black,20,Male,Los Angeles,CA,Open/No arrest,2014
Black,17,Male,Los Angeles,CA,Closed by arrest,2014
Other,28,Male,Los Angeles,CA,Open/No arrest,2014
Black,22,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,32,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,28,Female,Los Angeles,CA,Closed by arrest,2014
Hispanic,Unknown,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,19,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,27,Male,Los Angeles,CA,Closed by arrest,2014
White,36,Female,Los Angeles,CA,Closed by arrest,2014
Hispanic,34,Male,Los Angeles,CA,Open/No arrest,2014
Black,27,Male,Los Angeles,CA,Closed by arrest,2014
Black,24,Female,Los Angeles,CA,Closed by arrest,2014
Black,32,Male,Los Angeles,CA,Closed by arrest,2014
Black,19,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,24,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,35,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,16,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,39,Female,Los Angeles,CA,Closed by arrest,2014
Hispanic,38,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,26,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,52,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,41,Female,Los Angeles,CA,Open/No arrest,2014
Hispanic,40,Male,Los Angeles,CA,Closed by arrest,2014
White,53,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,25,Male,Los Angeles,CA,Open/No arrest,2014
Black,56,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,33,Male,Los Angeles,CA,Open/No arrest,2014
White,50,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,19,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,18,Male,Los Angeles,CA,Closed by arrest,2014
Asian,60,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,21,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,29,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,39,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,48,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,59,Female,Los Angeles,CA,Closed by arrest,2014
Hispanic,35,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,20,Male,Los Angeles,CA,Closed by arrest,2014
Other,23,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,41,Male,Los Angeles,CA,Closed by arrest,2014
Black,46,Male,Los Angeles,CA,Open/No arrest,2014
Black,19,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,57,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,40,Male,Los Angeles,CA,Closed by arrest,2014
Black,62,Male,Los Angeles,CA,Closed by arrest,2014
Black,50,Male,Los Angeles,CA,Closed by arrest,2014
Black,37,Male,Los Angeles,CA,Open/No arrest,2014
Black,20,Female,Los Angeles,CA,Closed by arrest,2014
Black,27,Male,Los Angeles,CA,Closed by arrest,2014
Black,24,Male,Los Angeles,CA,Open/No arrest,2014
Black,Unknown,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,20,Male,Los Angeles,CA,Closed by arrest,2014
Black,48,Male,Los Angeles,CA,Closed by arrest,2014
Black,43,Male,Los Angeles,CA,Open/No arrest,2014
Black,26,Male,Los Angeles,CA,Open/No arrest,2014
Black,38,Male,Los Angeles,CA,Open/No arrest,2014
White,35,Female,Los Angeles,CA,Closed by arrest,2014
Black,18,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,28,Male,Los Angeles,CA,Open/No arrest,2014
Other,30,Male,Los Angeles,CA,Open/No arrest,2014
Black,29,Male,Los Angeles,CA,Open/No arrest,2014
Other,48,Male,Los Angeles,CA,Closed by arrest,2014
Black,18,Female,Los Angeles,CA,Open/No arrest,2014
Black,20,Male,Los Angeles,CA,Open/No arrest,2014
Black,33,Male,Los Angeles,CA,Open/No arrest,2014
Black,52,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,32,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,33,Male,Los Angeles,CA,Closed by arrest,2014
Black,36,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,29,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,70,Male,Los Angeles,CA,Closed by arrest,2014
Black,26,Male,Los Angeles,CA,Closed by arrest,2014
Black,29,Female,Los Angeles,CA,Closed by arrest,2014
Black,26,Male,Los Angeles,CA,Closed by arrest,2014
Black,19,Male,Los Angeles,CA,Closed by arrest,2014
Black,28,Male,Los Angeles,CA,Open/No arrest,2014
Unknown,57,Unknown,Los Angeles,CA,Closed by arrest,2014
Black,26,Male,Los Angeles,CA,Open/No arrest,2014
Black,35,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,28,Male,Los Angeles,CA,Closed by arrest,2014
Black,26,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,26,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,41,Female,Los Angeles,CA,Open/No arrest,2014
Hispanic,22,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,21,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,31,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,37,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,35,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,58,Female,Los Angeles,CA,Closed by arrest,2014
White,32,Female,Los Angeles,CA,Open/No arrest,2014
Black,19,Male,Los Angeles,CA,Closed by arrest,2014
Black,27,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,45,Female,Los Angeles,CA,Closed by arrest,2014
Hispanic,29,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,37,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,19,Male,Los Angeles,CA,Open/No arrest,2014
Hispanic,24,Male,Los Angeles,CA,Open/No arrest,2014
Black,49,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,Unknown,Male,Los Angeles,CA,Closed by arrest,2014
Asian,Unknown,Male,Los Angeles,CA,Open/No arrest,2014
White,29,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,23,Male,Los Angeles,CA,Closed by arrest,2014
Hispanic,28,Male,Los Angeles,CA,Closed by arrest,2014
Black,32,Male,Los Angeles,CA,Closed by arrest,2014
Black,43,Male,Los Angeles,CA,Open/No arrest,2014
Other,30,Female,Los Angeles,CA,Open/No arrest,2014
White,43,Male,Los Angeles,CA,Closed by arrest,2014
Black,34,Male,Los Angeles,CA,Closed by arrest,2015
Other,48,Female,Los Angeles,CA,Closed by arrest,2015
Black,48,Male,Los Angeles,CA,Closed by arrest,2015
White,38,Male,Los Angeles,CA,Closed by arrest,2015
White,58,Male,Los Angeles,CA,Open/No arrest,2015
Black,60,Female,Los Angeles,CA,Closed by arrest,2015
Hispanic,55,Male,Los Angeles,CA,Open/No arrest,2015
Black,60,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,42,Male,Los Angeles,CA,Closed by arrest,2015
